Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest,Date
NIFTYWK15850PE,15-06-2022 09:15:00,174.95,174.95,145.45,163.0,100400,270000,2022-06-15
NIFTYWK15850PE,15-06-2022 09:16:00,161.65,179.7,157.8,176.2,46050,270000,2022-06-15
NIFTYWK15850PE,15-06-2022 09:17:00,177.2,195.55,176.8,195.55,64850,319900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:18:00,196.65,203.0,190.8,199.6,74500,319900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:19:00,200.0,205.0,180.4,183.3,67550,319900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:20:00,180.95,187.7,172.4,180.65,44200,325750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:21:00,181.5,189.5,176.4,188.95,28300,325750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:22:00,188.45,192.0,185.0,192.0,46850,325750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:23:00,190.7,194.4,188.6,194.0,56700,363150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:24:00,193.9,197.5,190.8,192.4,51600,363150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:25:00,192.25,204.0,182.05,204.0,89950,363150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:26:00,204.25,204.25,186.4,190.95,62550,394800,2022-06-15
NIFTYWK15850PE,15-06-2022 09:27:00,191.2,195.0,189.75,193.2,27600,394800,2022-06-15
NIFTYWK15850PE,15-06-2022 09:28:00,194.7,203.35,192.1,201.2,46000,394800,2022-06-15
NIFTYWK15850PE,15-06-2022 09:29:00,202.3,203.4,194.9,194.9,32100,382650,2022-06-15
NIFTYWK15850PE,15-06-2022 09:30:00,194.5,194.65,185.55,185.55,53050,382650,2022-06-15
NIFTYWK15850PE,15-06-2022 09:31:00,185.95,191.1,181.2,184.5,48250,382650,2022-06-15
NIFTYWK15850PE,15-06-2022 09:32:00,182.4,183.1,176.95,182.1,44200,377150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:33:00,181.4,181.4,171.85,179.85,38300,377150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:34:00,178.0,178.75,172.9,174.65,13550,377150,2022-06-15
NIFTYWK15850PE,15-06-2022 09:35:00,174.65,184.95,172.6,184.95,22400,372100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:36:00,184.85,188.55,178.3,188.3,25400,372100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:37:00,189.3,189.55,181.0,181.45,15850,372100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:38:00,181.45,186.15,177.6,186.15,15200,365850,2022-06-15
NIFTYWK15850PE,15-06-2022 09:39:00,185.35,189.1,182.45,189.0,11650,365850,2022-06-15
NIFTYWK15850PE,15-06-2022 09:40:00,189.2,198.45,187.45,191.0,42650,365850,2022-06-15
NIFTYWK15850PE,15-06-2022 09:41:00,191.4,197.8,190.8,190.85,22400,376400,2022-06-15
NIFTYWK15850PE,15-06-2022 09:42:00,191.65,195.35,189.4,194.05,16750,376400,2022-06-15
NIFTYWK15850PE,15-06-2022 09:43:00,195.0,203.85,194.4,197.05,48850,376400,2022-06-15
NIFTYWK15850PE,15-06-2022 09:44:00,198.0,205.0,196.6,205.0,28250,374750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:45:00,205.65,207.0,199.7,203.1,94500,374750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:46:00,203.1,204.95,197.65,202.05,30400,374750,2022-06-15
NIFTYWK15850PE,15-06-2022 09:47:00,200.0,203.8,196.8,199.55,23950,388250,2022-06-15
NIFTYWK15850PE,15-06-2022 09:48:00,198.0,200.7,192.4,194.05,50300,388250,2022-06-15
NIFTYWK15850PE,15-06-2022 09:49:00,194.05,198.3,193.65,194.8,19400,388250,2022-06-15
NIFTYWK15850PE,15-06-2022 09:50:00,194.8,196.05,189.2,190.3,17200,359900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:51:00,190.25,194.35,186.75,193.3,29950,359900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:52:00,193.7,193.8,183.95,183.95,11850,359900,2022-06-15
NIFTYWK15850PE,15-06-2022 09:53:00,183.45,188.7,182.25,187.55,17800,364450,2022-06-15
NIFTYWK15850PE,15-06-2022 09:54:00,184.4,189.35,183.2,189.35,7250,364450,2022-06-15
NIFTYWK15850PE,15-06-2022 09:55:00,187.0,188.0,184.0,187.45,6050,364450,2022-06-15
NIFTYWK15850PE,15-06-2022 09:56:00,187.5,190.55,187.5,190.55,8550,367100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:57:00,191.15,195.55,189.0,190.4,16950,367100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:58:00,190.85,192.75,188.0,190.75,4800,367100,2022-06-15
NIFTYWK15850PE,15-06-2022 09:59:00,192.0,194.45,189.75,189.8,8150,369100,2022-06-15
NIFTYWK15850PE,15-06-2022 10:00:00,189.1,189.1,179.0,184.45,32500,369100,2022-06-15
NIFTYWK15850PE,15-06-2022 10:01:00,185.0,202.3,185.0,195.05,40450,369100,2022-06-15
NIFTYWK15850PE,15-06-2022 10:02:00,194.0,200.85,194.0,196.4,13550,363400,2022-06-15
NIFTYWK15850PE,15-06-2022 10:03:00,197.9,197.9,190.1,192.0,9650,363400,2022-06-15
NIFTYWK15850PE,15-06-2022 10:04:00,191.0,191.0,180.2,183.0,20900,363400,2022-06-15
NIFTYWK15850PE,15-06-2022 10:05:00,183.2,186.4,176.0,180.0,31850,362050,2022-06-15
NIFTYWK15850PE,15-06-2022 10:06:00,180.65,181.85,174.0,177.8,23000,362050,2022-06-15
NIFTYWK15850PE,15-06-2022 10:07:00,178.7,180.55,175.75,178.3,21400,362050,2022-06-15
NIFTYWK15850PE,15-06-2022 10:08:00,179.0,180.25,177.3,179.2,10650,366650,2022-06-15
NIFTYWK15850PE,15-06-2022 10:09:00,179.5,179.5,169.35,173.0,28150,366650,2022-06-15
NIFTYWK15850PE,15-06-2022 10:10:00,173.3,173.8,165.05,165.6,35950,366650,2022-06-15
NIFTYWK15850PE,15-06-2022 10:11:00,164.65,170.6,164.0,170.6,29550,360850,2022-06-15
NIFTYWK15850PE,15-06-2022 10:12:00,170.6,174.25,168.2,171.0,23700,360850,2022-06-15
NIFTYWK15850PE,15-06-2022 10:13:00,170.3,172.15,165.0,165.0,13050,360850,2022-06-15
NIFTYWK15850PE,15-06-2022 10:14:00,164.5,167.5,161.65,165.0,13150,354700,2022-06-15
NIFTYWK15850PE,15-06-2022 10:15:00,164.2,172.0,163.6,171.2,19700,354700,2022-06-15
NIFTYWK15850PE,15-06-2022 10:16:00,170.45,173.95,164.65,166.65,16700,354700,2022-06-15
NIFTYWK15850PE,15-06-2022 10:17:00,166.7,173.2,165.55,168.9,15200,361950,2022-06-15
NIFTYWK15850PE,15-06-2022 10:18:00,168.55,170.75,165.5,170.75,11350,361950,2022-06-15
NIFTYWK15850PE,15-06-2022 10:19:00,170.75,170.75,163.15,166.4,7100,361950,2022-06-15
NIFTYWK15850PE,15-06-2022 10:20:00,167.1,167.7,164.4,164.8,9650,362550,2022-06-15
NIFTYWK15850PE,15-06-2022 10:21:00,163.7,164.0,158.85,164.0,40050,362550,2022-06-15
NIFTYWK15850PE,15-06-2022 10:22:00,164.45,170.2,164.45,165.0,17700,362550,2022-06-15
NIFTYWK15850PE,15-06-2022 10:23:00,164.45,164.95,160.0,162.9,17450,354800,2022-06-15
NIFTYWK15850PE,15-06-2022 10:24:00,162.7,162.7,156.4,161.2,24750,354800,2022-06-15
NIFTYWK15850PE,15-06-2022 10:25:00,160.7,165.85,158.0,165.5,22800,354800,2022-06-15
NIFTYWK15850PE,15-06-2022 10:26:00,166.1,169.45,165.65,165.9,23150,355650,2022-06-15
