Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest,Date
BANKNIFTYWK33100PE,02-03-2022 09:15:00,46.2,83.8,46.2,56.8,41425,65250,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:16:00,56.1,56.1,47.8,54.05,24275,65250,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:17:00,54.5,59.65,54.5,57.3,25650,88025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:18:00,56.95,57.25,53.15,56.55,20800,88025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:19:00,56.7,62.5,55.3,61.5,40450,88025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:20:00,61.35,61.55,56.7,58.4,29825,106075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:21:00,58.2,60.9,55.6,56.4,33425,106075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:22:00,56.45,60.7,53.35,53.9,46700,106075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:23:00,53.95,54.75,50.35,50.95,28400,147550,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:24:00,50.95,55.0,49.15,49.6,24975,147550,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:25:00,49.5,51.4,47.8,48.05,20475,147550,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:26:00,48.0,53.1,47.4,50.0,12700,162325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:27:00,49.65,50.95,46.95,50.75,15875,162325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:28:00,50.75,50.75,47.05,48.3,11800,162325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:29:00,48.4,48.4,41.3,41.3,20850,170150,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:30:00,41.45,41.85,39.85,39.95,28375,170150,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:31:00,39.45,43.0,39.4,42.2,29150,170150,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:32:00,41.8,43.85,41.3,42.2,13550,162375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:33:00,41.95,41.95,39.7,41.75,6150,162375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:34:00,41.6,41.75,40.1,40.1,5275,162375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:35:00,40.0,41.9,39.65,40.8,13675,161075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:36:00,40.55,41.15,40.0,40.4,5725,161075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:37:00,40.5,41.5,40.3,41.4,12000,161075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:38:00,41.6,41.6,39.3,39.45,9400,160825,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:39:00,39.2,39.2,33.4,33.4,15775,160825,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:40:00,33.1,33.15,28.85,31.1,40150,160825,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:41:00,31.15,32.75,30.7,31.15,28625,150900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:42:00,31.0,31.5,28.85,30.15,24575,150900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:43:00,30.15,30.15,26.65,26.65,28125,150900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:44:00,26.8,28.25,26.4,28.1,18150,136200,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:45:00,28.5,29.15,27.75,27.95,14975,136200,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:46:00,27.5,27.6,25.35,25.65,14875,136200,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:47:00,25.65,26.7,25.5,26.35,16775,132950,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:48:00,26.4,29.3,26.35,28.45,33725,132950,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:49:00,28.45,31.0,28.3,30.75,16000,132950,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:50:00,31.2,31.55,29.0,30.3,10575,122900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:51:00,30.3,32.95,30.3,31.45,16550,122900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:52:00,31.55,32.25,30.75,32.25,5475,122900,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:53:00,32.25,38.1,32.25,36.0,21575,119250,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:54:00,36.0,37.15,33.65,34.75,10725,119250,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:55:00,35.0,35.65,32.0,33.1,11000,119250,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:56:00,33.1,35.0,32.7,35.0,12350,120225,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:57:00,35.0,35.95,32.5,33.85,16075,120225,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:58:00,33.35,33.35,28.55,28.85,14175,120225,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 09:59:00,29.05,31.25,28.25,30.6,27200,120125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:00:00,30.6,32.0,29.5,29.65,19325,120125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:01:00,29.6,30.6,28.4,28.9,6300,120125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:02:00,29.05,30.2,28.0,30.2,12275,129750,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:03:00,30.6,31.1,28.6,29.0,6200,129750,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:04:00,29.0,29.7,29.0,29.25,2775,129750,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:05:00,29.5,29.65,28.4,29.3,5325,132600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:06:00,29.55,30.5,29.35,30.2,5125,132600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:07:00,30.1,30.1,28.3,29.25,2175,132600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:08:00,29.25,29.8,28.8,29.7,2350,134775,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:09:00,29.65,29.9,29.0,29.5,5675,134775,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:10:00,29.55,30.7,29.0,29.45,13425,134775,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:11:00,29.3,29.65,28.5,28.5,8350,135600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:12:00,28.5,28.5,26.0,26.0,13675,135600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:13:00,25.9,25.95,24.8,25.85,8500,135600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:14:00,25.65,25.65,25.0,25.15,18575,140450,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:15:00,25.1,25.9,24.1,24.35,7450,140450,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:16:00,24.35,24.4,22.1,22.15,11550,140450,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:17:00,22.15,22.65,20.8,21.35,15650,132800,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:18:00,21.4,21.45,20.0,20.1,9850,132800,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:19:00,20.2,21.5,20.0,21.3,11025,132800,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:20:00,21.2,22.45,21.2,22.35,12100,127375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:21:00,22.4,23.4,22.2,23.4,10925,127375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:22:00,23.4,23.65,22.15,22.2,8150,127375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:23:00,22.2,22.2,21.05,21.3,4450,126700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:24:00,21.3,21.65,20.45,20.45,4875,126700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:25:00,20.45,21.45,20.45,20.95,7325,126700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:26:00,21.2,22.9,21.0,22.55,7575,125675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:27:00,22.65,25.2,22.65,25.2,10825,125675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:28:00,25.5,26.1,25.05,25.75,4375,125675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:29:00,25.8,29.4,25.8,27.4,10950,126075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:30:00,27.4,32.9,27.4,30.15,29325,126075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:31:00,30.15,31.8,27.8,28.05,7650,126075,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:32:00,28.5,29.5,26.1,27.55,14675,126525,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:33:00,27.6,30.55,27.2,30.4,7450,126525,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:34:00,30.55,32.65,29.6,31.2,5925,126525,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:35:00,31.45,32.1,28.2,28.2,10025,126925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:36:00,28.2,29.25,27.5,29.25,6400,126925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:37:00,29.65,31.9,29.3,29.55,5350,126925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:38:00,29.55,32.0,29.15,29.15,8725,128975,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:39:00,29.05,29.05,27.25,27.55,9450,128975,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:40:00,27.95,28.5,27.0,27.0,7275,128975,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:41:00,26.9,28.1,26.0,28.1,3975,125325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:42:00,28.1,29.1,27.9,27.9,4325,125325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:43:00,28.25,29.4,27.8,28.25,3450,125325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:44:00,27.85,28.45,27.25,28.1,2975,127325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:45:00,28.55,28.6,25.5,25.5,6750,127325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:46:00,26.45,26.9,25.2,25.4,6425,127325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:47:00,25.4,25.85,24.25,24.6,7750,131025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:48:00,24.6,25.0,23.05,23.9,7275,131025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:49:00,23.85,24.4,23.1,23.95,4525,131025,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:50:00,23.8,24.6,23.1,23.5,5000,133575,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:51:00,23.6,24.05,22.8,23.2,4750,133575,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:52:00,23.25,23.9,22.9,23.35,3000,133575,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:53:00,23.45,24.8,23.4,24.55,2825,132475,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:54:00,24.6,24.6,23.6,24.0,2075,132475,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:55:00,23.8,24.5,23.5,23.65,2900,132475,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:56:00,23.8,24.75,23.8,23.95,4150,131175,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:57:00,23.95,25.0,23.95,24.95,4425,131175,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:58:00,25.6,26.25,25.4,25.8,1900,131175,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 10:59:00,25.6,26.2,25.35,25.55,1250,125400,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:00:00,25.65,25.85,25.1,25.1,950,125400,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:01:00,25.3,25.8,24.2,24.2,2475,125400,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:02:00,24.5,25.65,24.5,25.45,1575,124375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:03:00,25.35,25.4,24.85,25.2,5325,124375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:04:00,25.2,25.45,23.85,24.0,5100,124375,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:05:00,23.9,24.9,23.8,23.85,725,128275,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:06:00,23.85,24.75,23.85,24.75,3100,128275,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:07:00,24.5,24.5,23.6,23.65,3400,128275,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:08:00,23.7,24.7,23.7,24.1,3525,129925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:09:00,24.35,24.85,24.0,24.45,4675,129925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:10:00,24.65,24.65,24.0,24.0,2950,129925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:11:00,24.15,25.0,23.55,25.0,2800,130425,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:12:00,24.85,25.7,24.8,24.95,3400,130425,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:13:00,25.0,25.0,23.95,23.95,4250,130425,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:14:00,23.75,24.45,23.7,24.3,3000,130325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:15:00,24.45,24.45,23.5,23.85,2075,130325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:16:00,23.85,24.05,23.6,23.95,2425,130325,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:17:00,24.1,24.15,23.3,23.8,3800,130125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:18:00,23.8,23.8,22.95,23.55,3950,130125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:19:00,23.4,24.7,23.15,24.55,6400,130125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:20:00,24.55,24.6,24.0,24.0,1000,130700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:21:00,24.45,24.45,23.5,23.85,3300,130700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:22:00,23.85,23.85,23.15,23.2,3175,130700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:23:00,23.1,23.2,22.4,22.9,5775,133125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:24:00,22.8,23.05,21.95,22.6,6125,133125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:25:00,22.55,22.7,21.75,21.85,6675,133125,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:26:00,21.85,22.45,21.5,21.95,6775,135850,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:27:00,22.0,23.1,22.0,22.6,5950,135850,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:28:00,22.75,22.9,21.85,22.15,4025,135850,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:29:00,22.15,22.4,21.75,22.2,2875,136600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:30:00,22.2,22.9,21.9,21.9,6275,136600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:31:00,21.85,22.4,21.35,21.35,3000,136600,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:32:00,21.35,21.35,21.0,21.15,2200,135675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:33:00,21.15,21.15,20.55,21.15,5350,135675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:34:00,21.2,22.2,21.05,22.2,4975,135675,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:35:00,22.05,24.35,21.85,24.1,9050,134925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:36:00,24.05,24.8,23.15,24.8,7250,134925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:37:00,24.8,26.0,24.0,24.1,11600,134925,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:38:00,24.1,24.15,21.75,22.0,11600,133700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:39:00,21.95,23.45,21.85,23.1,8775,133700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:40:00,23.1,23.75,22.15,23.75,5925,133700,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:41:00,23.75,23.9,21.7,22.5,9275,132300,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:42:00,22.5,23.1,22.25,22.25,5450,132300,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:43:00,22.25,23.4,22.1,23.35,6325,132300,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:44:00,23.1,24.0,23.0,23.9,7050,135625,2022-03-02
BANKNIFTYWK33100PE,02-03-2022 11:45:00,23.6,23.6,23.0,23.3,4175,135625,2022-03-02
